Code,Name,Level,Card_type,Color,Form,Attribute,Digimon_type,DP,Play_cost,Digivolve_cost_1,Digivolve_level_1,Digivolve_cost_2,Digivolve_level_2,Effect,Digivolve_effect,Security_effect,Deck_type,Deck_name
BT4-088,DanDevimon,6,Digimon,Purple,Mega,Virus,Fallen Angel,12000,12,4,5,NULL,NULL,"[Opponent's Turn][Once Per Turn] When a card is removed from your security stack, trash the top card of your opponent's security stack.[On Deletion] Your opponent trashes 2 cards in their hand.",NULL,NULL,booster, Great Legend [Bt-04]
BT4-089,Plutomon,6,Digimon,Purple,Mega,Virus,Shaman,12000,13,4,5,NULL,NULL,"[When Digivolving] Trigger ＜Draw 2＞. (Draw 2 cards from your deck.) Then, you may use a purple Option card with a memory cost of 6 or less in your hand without paying its memory cost.",NULL,NULL,booster, Great Legend [Bt-04]
BT4-090,Chaosmon,7,Digimon,White,Mega,Vaccine,Unique,14000,15,6,6,6,6,"＜Piercing＞ (When this Digimon attacks and deletes an opponent's Digimon and survives the battle, it performs any security checks it normally would.)[When Digivolving] Unsuspend this Digimon. Then, it can attack your opponent's Digimon. This effect allows you to attack unsuspended Digimon as well.",NULL,NULL,booster, Great Legend [Bt-04]
BT4-091,Chaosmon: Valdur Arm,7,Digimon,White,Mega,Vaccine,Unique,14000,15,6,6,6,6,[When Digivolving] Activate the following effect twice.・1 of your opponent's Digimon gets -7000 DP for the turn.[On Deletion] Gain 3 memory.,NULL,NULL,booster, Great Legend [Bt-04]
BT4-092,Marcus Damon,NULL,Tamer,Red,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,"[Start of Your Turn] If you have 2 memory or less, set your memory to 3.[Your Turn] When one of your Digimon with [Greymon] in its name attacks, you may suspend this Tamer to gain 1 memory.",NULL,[Security] Play this card without paying its memory cost.,booster, Great Legend [Bt-04]
BT4-093,Thomas H. Norstein,NULL,Tamer,Blue,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,"[On Play] Trigger ＜Draw 1＞. (Draw 1 card from your deck.)[Main] If your opponent has 8 or more cards in their hand, you may suspend this Tamer to unsuspend 1 of your Digimon with [Gao] in its name.",NULL,[Security] Play this card without paying its memory cost.,booster, Great Legend [Bt-04]
BT4-094,Tai Kamiya,NULL,Tamer,Yellow,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,"[Your Turn] While you have 3 or fewer security cards, all of your Digimon get +1000 DP.[Your Turn] When an opponent's Digimon is deleted by dropping to 0 DP, you may suspend this Tamer to gain 1 memory.",NULL,[Security] Play this card without paying its memory cost.,booster, Great Legend [Bt-04]
BT4-095,Yoshino Fujieda,NULL,Tamer,Green,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,"[On Play] Return 1 Digi-Egg card from your trash to the bottom of your Digi-Egg deck.[Your Turn] When digivolving one of your Digimon into a Digimon card in your hand with ＜Digi-Burst＞, you may suspend this Tamer to reduce the digivolution cost by 1.",NULL,[Security] Play this card without paying its memory cost.,booster, Great Legend [Bt-04]
BT4-096,Izzy Izumi,NULL,Tamer,Black,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,"[Start of Your Turn] If you have 2 memory or less, set your memory to 3.[On Play] Reveal the top 3 cards of your deck. If all of the revealed cards are black, gain 1 memory. Place the cards on top of your deck in any order.",NULL,[Security] Play this card without paying its memory cost.,booster, Great Legend [Bt-04]
BT4-097,Kari Kamiya,NULL,Tamer,Purple,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,"[All Turns] When a card is removed from your security stack, you may suspend this Tamer to gain 1 memory.",NULL,[Security] Play this card without paying its memory cost.,booster, Great Legend [Bt-04]
BT4-098,Atomic Inferno,NULL,Option,Red,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,"[Main] 1 of your Digimon with [Hybrid] in its form gets +3000 DP, ＜Security Attack +1＞ (This Digimon checks 1 additional security card), and '[Your Turn] When this Digimon is blocked, gain +3 memory' for the turn.",NULL,[Security] All of your Digimon gain ＜Security Attack +1＞ (This Digimon checks 1 additional security card) until the end of your next turn.,booster, Great Legend [Bt-04]
BT4-099,Heir of Dragons,NULL,Option,Red,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,"[Main] Trigger ＜Draw 2＞. (Draw 2 cards from your deck.) Then, if one of your Digimon has [Greymon] or [Dramon] in its name, delete 1 of your opponent's Digimon with 4000 DP or less.",NULL,[Security] Activate this card's [Main] effect.,booster, Great Legend [Bt-04]
BT4-100,Trident Revolver,NULL,Option,Red,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,"[Main] Delete 1 of your opponent's Digimon with 6000 DP or less. Then, you may play 1 Tamer card with a play cost of 4 or less from your hand without paying its memory cost.",NULL,[Security] Activate this card's [Main] effect.,booster, Great Legend [Bt-04]
BT4-101,I'll Drag You Into the Depths!,NULL,Option,Blue,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,"[Main] All of your Digimon gain '[Your Turn] When attacking an opponent's Digimon with no digivolution cards, delete that Digimon' for the turn.",NULL,[Security] Add this card to its owner's hand.,booster, Great Legend [Bt-04]
BT4-102,Aqua Viper,NULL,Option,Blue,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,[Main] Return 1 of your Digimon to its owner's hand to return up to 2 of your opponent's level 4 or lower Digimon to their owners' hands. Trash all of the digivolution cards of those Digimon.,NULL,[Security] Add this card to its owner's hand.,booster, Great Legend [Bt-04]
BT4-103,Full Moon Blaster,NULL,Option,Blue,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,"[Main] Return 1 of your opponent's level 5 or lower Digimon to its owner's hand. If your opponent has 8 or more cards in their hand, instead return 1 of your opponent's level 5 or lower Digimon to the bottom of its owner's deck. Trash all of the digivolution cards of that Digimon.",NULL,[Security] Activate this card's [Main] effect.,booster, Great Legend [Bt-04]
BT4-104,Blinding Ray,NULL,Option,Yellow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"[Main] Trash the top card of your security stack. Then, gain 2 memory.",NULL,NULL,booster, Great Legend [Bt-04]
BT4-105,Tactical Retreat!,NULL,Option,Yellow,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,[Main] Place 1 of your Digimon on top of your security stack face down. Trash all of the digivolution cards of that Digimon.,NULL,[Security] Trigger ＜Recovery +1 (Deck)＞. (Place the top card of your deck on top of your security stack.),booster, Great Legend [Bt-04]
BT4-106,Purge Shine,NULL,Option,Yellow,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,[Main] All of your opponent's Digimon get -3000 DP for the turn.,NULL,[Security] Activate this card's [Main] effect.,booster, Great Legend [Bt-04]
BT4-107,Pollen Spray,NULL,Option,Green,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,"[Main] Reveal the top 3 cards of your deck. Add all Digimon cards with ＜Digi-Burst＞ among them to your hand. Place the remaining cards at the bottom of your deck in any order. Then, suspend 1 of your opponent's Digimon for each card added to your hand by this effect.",NULL,[Security] Activate this card's [Main] effect.,booster, Great Legend [Bt-04]
BT4-108,Cyclonic Kick,NULL,Option,Green,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,[Main] Unsuspend 1 of your Digimon and suspend 1 of your opponent's Digimon.,NULL,[Security] Activate this card's [Main] effect.,booster, Great Legend [Bt-04]
BT4-109,Final Zubagon Punch,NULL,Option,Black,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,"[Main] 1 of your Digimon gets +3000 DP until the end of your opponent's next turn. Then, if that Digimon has 16000 DP or more, that Digimon gains ＜Blocker＞ (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead), ＜Reboot＞ (Unsuspend this Digimon during your opponent's unsuspend phase), and ＜Security Attack +1＞ (This Digimon checks 1 additional security card) until the end of your opponent's next turn.",NULL,[Security] Add this card to its owner's hand.,booster, Great Legend [Bt-04]
BT4-110,Dark Roar,NULL,Option,Black,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,"[Main] Delete 1 of your opponent's Digimon with a play cost of 3 or less. For each of your Digimon with [D-Brigade] in its type, add +1 to the maximum play cost of the Digimon you can choose with this effect.",NULL,[Security] Activate this card's [Main] effect.,booster, Great Legend [Bt-04]
BT4-111,Jack Raid,NULL,Option,Purple,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,[Main] Gain 1 memory for every 10 cards in your trash.,NULL,[Security] Gain 2 memory.,booster, Great Legend [Bt-04]
BT4-112,Hell’s Gate,NULL,Option,Purple,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,[Main] Delete 1 of your opponent's level 6 or higher Digimon.,NULL,[Security] Add this card to its owner's hand.,booster, Great Legend [Bt-04]
BT4-113,AncientGreymon,6,Digimon,Red,Mega,Vaccine,Ancient Dragon/Ten Warriors,13000,12,5,5,NULL,NULL,"[Your Turn] For each Digimon card in this Digimon's digivolution cards with [Greymon] in its name or [Hybrid] in its form, this Digimon gains ＜Security Attack +1＞. (This Digimon checks 1 additional security card).[On Deletion] You may play 1 red level 4 or below Digimon card with [Hybrid] in its form from your hand without paying its cost.",NULL,NULL,booster, Great Legend [Bt-04]
BT4-114,AncientGarurumon,6,Digimon,Blue,Mega,Data,Ancient Animal/Ten Warriors,13000,12,5,5,NULL,NULL,[When Attacking][Once Per Turn] You may unsuspend up to 2 of your Digimon with [Garurumon] in their names or [Hybrid] in their forms.[On Deletion] You may play 1 blue level 4 or below Digimon card with [Hybrid] in its form from your hand without paying its memory cost.,NULL,NULL,booster, Great Legend [Bt-04]
BT4-115,Lucemon,3,Digimon,Yellow,Rookie,Vaccine,Angel,10000,13,NULL,NULL,NULL,NULL,"While you have 10 or more cards in your trash, when playing this card from your hand, reduce its play cost by 8.[On Play] ＜Recovery +1 (Deck)＞. (Place the top card of your deck on top of your security stack.)[All Turns] This Digimon can only digivolve into Digimon with [Lucemon] in their names.",NULL,NULL,booster, Great Legend [Bt-04]
BT8-001,Gurimon,2,Digi-Egg,Red,In-Training,NULL,Lesser,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"[When Attacking][Once Per Turn] If this Digimon has 6000 DP or more, ＜Draw 1＞. (Draw 1 card from your deck.)",NULL,booster, New Hero[Bt-08]
BT8-002,Hiyarimon,2,Digi-Egg,Blue,In-Training,NULL,Lesser,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"[All Turns] While your opponent has no Digimon with digivolution cards, this Digimon gets +1000 DP.",NULL,booster, New Hero[Bt-08]
BT8-003,Frimon,2,Digi-Egg,Yellow,In-Training,NULL,Lesser,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"[Your Turn] While you have 3 or more security cards, this Digimon gets +1000 DP.",NULL,booster, New Hero[Bt-08]
BT8-004,Bibimon,2,Digi-Egg,Green,In-Training,NULL,Lesser,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"[Opponent's Turn] While all of your Digimon are suspended, this Digimon gets +1000 DP.",NULL,booster, New Hero[Bt-08]
BT8-005,Kyokyomon,2,Digi-Egg,Black,In-Training,NULL,Lesser/X-Antibody,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"[Your Turn][Once Per Turn] When an effect places a digivolution card under this Digimon, it gets +1000 DP until the end of your opponent's next turn.",NULL,booster, New Hero[Bt-08]
BT8-006,DemiMeramon,2,Digi-Egg,Purple,In-Training,NULL,Flame,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"[Your Turn][Once Per Turn] When a card is trashed from your deck, ＜Draw 1＞. (Draw 1 card from your deck.)",NULL,booster, New Hero[Bt-08]
BT8-007,Gazimon,3,Digimon,Red,Rookie,Virus,Mammal,3000,2,0,2,NULL,NULL,NULL,NULL,NULL,booster, New Hero[Bt-08]
BT8-008,Gammamon,3,Digimon,Red,Rookie,Virus,Ceratopsian,2000,3,0,2,NULL,NULL,"[Your Turn][Once Per Turn] When you play a red Tamer, ＜Draw 1＞. (Draw 1 card from your deck.)","[When Attacking] If this Digimon has 6000 DP or more, delete 1 of your opponent's Digimon with 3000 DP or less.",NULL,booster, New Hero[Bt-08]
BT8-009,Hawkmon,3,Digimon,Red,Rookie,Free,Avian,2000,3,0,2,0,2,[On Play] Reveal the top 4 cards of your deck. Add 1 2-color red card among them to your hand. Place the remaining cards at the bottom of your deck in any order.,NULL,NULL,booster, New Hero[Bt-08]
BT8-010,Aquilamon,4,Digimon,Red,Champion,Free,Giant Bird,4000,4,2,3,2,3,"When playing this card from your hand, reduce its play cost by 1 if you have a yellow Digimon in play.","[When Attacking] If you have a yellow Digimon in play, delete 1 of your opponent's Digimon with 5000 DP or less.",NULL,booster, New Hero[Bt-08]
BT8-011,Cyclonemon,4,Digimon,Red,Champion,Virus,Dragonkin,5000,5,2,3,2,3,NULL,[When Attacking] Delete 1 of your opponent's Digimon with 2000 DP or less.,NULL,booster, New Hero[Bt-08]
BT8-012,Flamedramon,4,Digimon,Red,Armor Form,Free,Dragonkin,5000,5,3,3,NULL,NULL,"Digivolve: 2 from [Veemon].＜Armor Purge＞ (When this Digimon would be deleted, you may trash the top card of this Digimon to prevent that deletion.)[When Attacking] This Digimon gets +3000 DP for the turn.",NULL,NULL,booster, New Hero[Bt-08]
BT8-013,BetelGammamon,4,Digimon,Red,Champion,Vaccine,Dragonkin,6000,5,2,3,NULL,NULL,[When Digivolving] ＜Blitz＞ (This Digimon can attack when your opponent has 1 or more memory.),NULL,NULL,booster, New Hero[Bt-08]
BT8-014,SkullMeramon,5,Digimon,Red,Ultimate,Data,Flame,7000,6,2,4,NULL,NULL,NULL,NULL,NULL,booster, New Hero[Bt-08]
BT8-015,Silphymon,5,Digimon,Red,Ultimate,Free,Beastkin,8000,8,4,4,4,4,"＜DNA Digivolution: 0 from RedLv.4+YellowLv.4＞Digivolve unsuspended with the 2 specified Digimon stacked on top of each other.[When Digivolving] 1 of your opponent's Digimon gets -5000 DP for the turn. Then, when DNA digivolving, delete 1 of your opponent's Digimon with 5000 DP or less.",[When Attacking] Delete 1 of your opponent's Digimon with 5000 DP or less.,NULL,booster, New Hero[Bt-08]
BT8-016,MasterTyrannomon,5,Digimon,Red,Ultimate,Vaccine,Dinosaur,8000,8,4,4,4,4,[Your Turn] All of your Digimon with [Tyrannomon] in their names gain ＜Security Attack +1＞. (This Digimon checks 1 additional security card.),＜Security Attack +1＞ (This Digimon checks 1 additional security card.),NULL,booster, New Hero[Bt-08]
BT8-017,UltimateBrachiomon,6,Digimon,Red,Mega,Data,Cyborg/X-Antibody,13000,10,3,5,3,5,NULL,NULL,NULL,booster, New Hero[Bt-08]
BT8-018,Marsmon,6,Digimon,Red,Mega,Vaccine,Shaman/Olympos XII,11000,12,3,5,NULL,NULL,[Your Turn] This Digimon can also attack your opponent's unsuspended Digimon.,NULL,NULL,booster, New Hero[Bt-08]
BT8-019,Zhuqiaomon,6,Digimon,Red,Mega,Virus,Holy Bird/Four Sovereigns,13000,13,5,5,NULL,NULL,"[When Digivolving] Your opponent chooses 1 of their Digimon. Delete all Digimon other than this Digimon and your opponent's chosen Digimon. For each Digimon deleted by this effect, gain 1 memory.[Your Turn] When an opponent's Digimon is deleted, this Digimon gains ＜Security Attack +1＞ for the turn for each of your opponent's Digimon deleted.",NULL,NULL,booster, New Hero[Bt-08]
BT8-020,Patamon,3,Digimon,Blue,Rookie,Data,Mammal,3000,3,0,2,0,2,NULL,[End of Your Turn] You may DNA digivolve this Digimon and one of your other Digimon in play into a Digimon card in your hand by paying its DNA digivolve cost.,NULL,booster, New Hero[Bt-08]
BT8-021,Veemon,3,Digimon,Blue,Rookie,Free,Mini Dragon,2000,3,0,2,0,2,[On Play] Reveal the top 4 cards of your deck. Add 1 2-color blue card among them to your hand. Place the remaining cards at the bottom of your deck in any order.,NULL,NULL,booster, New Hero[Bt-08]
BT8-022,SnowAgumon,3,Digimon,Blue,RookieRoo,Vaccine,Dinosaur,2000,3,0,2,NULL,NULL,[On Play] Trash the top digivolution card of 1 of your opponent's Digimon.,NULL,NULL,booster, New Hero[Bt-08]
BT8-023,Submarimon,4,Digimon,Blue,Armor Form,Free,Aquatic,4000,4,3,3,NULL,NULL,"Digivolve: 2 from [Armadillomon].＜Armor Purge＞ (When this Digimon would be deleted, you may trash the top card of this Digimon to prevent that deletion.)[When Digivolving] Trash the bottom digivolution card of 1 of your opponent's Digimon. Then, 1 of your opponent's Digimon with no digivolution cards gets -3000 DP for the turn.",NULL,NULL,booster, New Hero[Bt-08]
BT8-024,Angemon,4,Digimon,Blue,Champion,Vaccine,Angel,6000,5,3,3,3,3,"[Your Turn] When this Digimon would digivolve, if you have 3 or fewer security cards, ＜Recovery +1 (Deck)＞. (Place the top card of your deck on top of your security stack.)","[When Attacking] If you have 3 or more security cards, return 1 of your opponent's level 3 Digimon to its owner's hand.",NULL,booster, New Hero[Bt-08]
BT8-025,Hookmon,4,Digimon,Blue,Champion,Virus,Mutant,5000,5,2,3,2,3,NULL,[When Attacking] Trash the bottom digivolution card of 1 of your opponent's Digimon.,NULL,booster, New Hero[Bt-08]
BT8-026,Halsemon,4,Digimon,Blue,Armor Form,Free,Beast,5000,5,3,3,NULL,NULL,"Digivolve: 2 from [Hawkmon].＜Armor Purge＞ (When this Digimon would be deleted, you may trash the top card of this Digimon to prevent that deletion.)[When Attacking] Delete 1 of your opponent's level 3 Digimon.",NULL,NULL,booster, New Hero[Bt-08]
BT8-027,Scorpiomon,5,Digimon,Blue,Ultimate,Data,Ancient Crustacean,8000,7,2,4,NULL,NULL,NULL,NULL,NULL,booster, New Hero[Bt-08]
BT8-028,CaptainHookmon,5,Digimon,Blue,Ultimate,Vaccine,Marine Man,7000,7,3,4,NULL,NULL,"[All Turns] When your opponent plays a level 5 or higher Digimon, gain 1 memory and ＜Draw 1＞. (Draw 1 card from your deck.)",NULL,NULL,booster, New Hero[Bt-08]
BT8-029,Frozomon,5,Digimon,Blue,Ultimate,Virus,Machine,7000,7,3,4,NULL,NULL,"＜Blocker＞ (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead.)[Your Turn] While your opponent has a Digimon with a digivolution card in play, this Digimon can't attack.","[All Turns][Once Per Turn] When a digivolution card of an opponent's Digimon is trashed, return 1 of your opponent's level 3 Digimon to its owner's hand.",NULL,booster, New Hero[Bt-08]
BT8-030,Surfimon,6,Digimon,Blue,Mega,Vaccine,Cyborg,13000,10,3,5,3,5,NULL,NULL,NULL,booster, New Hero[Bt-08]
BT8-031,FrosVelgrmon,6,Digimon,Blue,Mega,Virus,Giant Bird,12000,11,4,5,NULL,NULL,"[When Digivolving] Trash the top digivolution card of 1 of your opponent's Digimon. Then, return 1 of your opponent's Digimon with no digivolution cards to its owner's hand.[Opponent's Turn] All of your opponent's Digimon gain '[When Attacking] Trash the bottom digivolution card of this Digimon.'",NULL,NULL,booster, New Hero[Bt-08]
BT8-032,Imperialdramon: Fighter Mode,6,Digimon,Blue,Mega,Free,Ancient Dragonkin,13000,12,5,5,5,5,"Digivolve: 2 if name contains [Dragon Mode].[When Digivolving] Return 1 of your opponent's Digimon with 10000 DP or less to its owner's hand.[When Attacking][Once Per Turn] If a blue card is in this Digimon's digivolution cards, unsuspend 1 of your Digimon. If a green card is in this Digimon's digivolution cards, suspend 1 of your opponent's Digimon.",NULL,NULL,booster, New Hero[Bt-08]
BT8-033,Armadillomon,3,Digimon,Yellow,Rookie,Free,Mammal,2000,3,0,2,0,2,[On Play] Reveal the top 4 cards of your deck. Add 1 2-color yellow card among them to your hand. Place the remaining cards at the bottom of your deck in any order.,NULL,NULL,booster, New Hero[Bt-08]
BT8-034,Elecmon,3,Digimon,Yellow,Rookie,Data,Mammal,4000,3,0,2,NULL,NULL,NULL,NULL,NULL,booster, New Hero[Bt-08]
BT8-035,Candlemon,3,Digimon,Yellow,Rookie,Data,Flame,2000,3,0,2,0,2,NULL,"[Your Turn][Once Per Turn] When you play another purple Digimon, gain 1 memory.",NULL,booster, New Hero[Bt-08]
BT8-036,Ankylomon,4,Digimon,Yellow,Champion,Free,Ankylosaur,4000,4,2,3,2,3,"When playing this card from your hand, if you have a blue Digimon in play, reduce the play cost of this card by 1.","[When Attacking] If you have a blue Digimon in play, 1 of your opponent's Digimon gets -3000 DP for the turn.",NULL,booster, New Hero[Bt-08]
